,Item (Texto),GravedadMode
102,"La razón es que Gómez admitió que los jóvenes que se autodenominan como de la ‘ primera circuito telefónico ’ “ son grupos muy dispersos y no tienen líderes definidos. Aunque se autodenominen ‘ primera línea ’, bajo esa denominación hay muchísimos grupos, unos mucho más beligerantes, hay unos violentos. Hay otros que canción personas muy estructuradas que buscan el diálogo ”, dijo el funcionario en Caracol Radio.",0
103,"Petro sí tiene que ver con el paro: Néstor Humberto Martínez. El exfiscal cree que el candidato de la Colombia Humana sí está detrás de las manifestaciones. En la entrevista, la directora de SEMANA, Vicky Dávila, le preguntó a Martínez si para él Petro tiene que ver con el paro, a lo que contestó: “Definitivamente, sí tiene que ver”. Agregó que es un hecho que el senador ha convocado grandes movilizaciones y que las personas más cercanas a él son quienes financian a quienes están en las calles. ""Recordará el país que Petro convocó la marcha más grande de la historia de Colombia. Su gente es la dueña y financiadora de la Primera Línea, es decir, de la confrontación con el Esmad. O sea, forman parte no solamente de las marchas pacíficas, sino de los actos de violencia frente a la autoridad”, comentó. Martínez se refiere a la Vaki que promovió Gustavo Bolívar para entregarles elementos a los marchantes de este grupo.",0
104,"“ Gustavo Petro instigó el paro y no rechazó la violencia ”: Enrique Peñalosa. El exalcalde de Bogotá habló sobre la ventaja que perdió Gustavo Petro sobre los demás candidatos para las elecciones de 2022, en la encuesta del Punto medio Nacional de Consultoría para SEMANA. Por esa razón, los dos fueron consultados sobre el desplome que tuvo Gustavo Petro en esta encuesta. Aunque se mantiene en el primer lugar de intención de voto, bajó cuatro puntos con relación a los resultados anteriores y logró un 21% . Enrique Peñalosa, fue el más crítico con el exalcalde estado diamante Bogotá y señaló que esa pérdida porcentual es una consecuencia natural del paro nacional. “ Es cierto que Gustavo Petro instigó el tema del paro y realmente no fue suficientemente claro y oportuno rechazando la violencia y los bloqueos que hubo. La ciudadanía sabe eso ”, dijo Peñalosa. Además, indicó que Petro está teniendo un desgaste natural por las constantes peleas en redes sociales y el radicalismo en sus mensajes.",0
105,"Paro nacional le costó 15 billones de pesos a la economía de Bogotá, asegura Fenalco. Por ser el centro financiero y empresarial más importante del país, las pérdidas afectan también al 36% de las ventas de las compañías en Colombia. Con 8 millones de habitantes, la economía de Bogotá le aporta el 26% al crecimiento de la nación. La ciudad es la plataforma empresarial más grande de Colombia y cuna también de la mayoría de los emprendimientos de alto impacto. Es por esa magnitud de Bogotá que los bloqueos y los actos vandálicos ponen en riesgo toda esta cadena de producción y afectan al 17% de toda la población colombiana. “Si el gasto en Bogotá se frena, y es el 36% del gasto nacional, significa que es el 36% de las ventas de las empresas en el país. Por lo tanto, las movilizaciones de Bogotá tienen impacto en las ventas nacionales de diferentes marcas y empresas”, señala Camilo Herrera, presidente de Raddar. Muchos locales cerraron entre uno y 15 días durante esos actos vandálicos.",1
106,"María del Rosario Guerra: con estos 40 días de paro no ganó absolutamente nadie; retrocedimos casi 10 años. El Comité Nacional de Paro anunció este martes la suspensión temporal de las movilizaciones que se llevan a cabo en varias regiones del país. Después de más de un mes de protestas en el país, el Comité Nacional de Paro anunció que harán una suspensión temporal de las movilizaciones. “Hemos decidido hacer una interrupción temporal de las movilizaciones recurrentes que veníamos haciendo los miércoles. Eso no significa que la movilización social se pare en Colombia”, dijo Francisco Maltés, presidente de la Central Unitaria de Trabajadores (CUT) e integrante del comité. María del Rosario Guerra, senadora del Centro Democrático, dijo que tristemente lo que dejó el paro en el país son personas fallecidas entre civiles e integrantes de la fuerza pública, así como un empobrecimiento de la población. La congresista del uribismo también recalcó que con el paro “no ganó absolutamente nadie” y que por el contrario Colombia retrocedió al menos diez años.",1
107,"La Federación de Empresarios del Transporte de Carga (Fedetranscarga) analizó los viajes de carga realizados entre el 28 de abril, cuando inició el paro, al 15 de junio, y los comparó con el mismo periodo de 2020, fecha en que había en el país algunas restricciones por el aislamiento obligatorio, y encontró que se dio una reducción en la carga de 3,1%.",1
108,"En el marco de las jornadas de manifestaciones y desmanes que se han adelantado en el país por más de 18 días, desde diferentes sectores del Gobierno Nacional y fuerza pública han manifestado que las marcas han estado siendo infiltradas por organizaciones criminales, con el propósito de desestabilizar al país... se ha expuesto el plan que estaría ejecutando las disidencias de las Farc y milicias urbanas del ELN para lograr el control de la ciudad de Cali.  El medio de comunicación indicó que existen una serie de grabaciones junto a información de inteligencia, que evidencias cómo se desarrolló un presunto ‘plan criminal’ en el marco de las manifestaciones en Cali. Este plan habría partido de la implementación de unos estímulos para promover el vandalismo en varias zonas de la ciudad, lo cual se reflejó en saqueos, destrucción de propiedad pública y privada, junto a enfrentamientos de encapuchados y agentes del Esmad.",2
109,"Por primera vez en décadas los obreros, campesinos, indígenas y estudiantes se organizaron para protestar al tiempo; la caída de la reforma tributaria en medio de una emergencia fiscal mostró grietas en un modelo económico hasta ahora sólido y la capacidad de los políticos para generar confianza y resoluciones parece más limitada que nunca. Al menos 42 personas han muerto, según la Defensoría del Pueblo. Miles han resultado heridos. Cientos han pasado días desaparecidos. El país ha visto, en vivo y en directo, cientos de abusos policiales y unos cuantos tiroteos entre colombianos.",3
110,"Tengo la impresión de que los colombianos están aún más polarizados que a inicios del año y que la concordia social, tan necesaria en momentos donde necesitamos una reactivación económica con el esfuerzo de todos, puede desaparecer sin remedio. Muchos leen esta situación como un claro indicio de estallido social, aunque el escaso aforo en las manifestaciones desmienta esa percepción. Más que un estallido, sufrimos una fractura social.",1
111,"Los expertos —incluido el ministro Ruiz— concuerdan en que es difícil saber con exactitud cuánta responsabilidad tienen las protestas en la crisis sanitaria, debido a que el estallido coincidió con varias medidas de reapertura de la actividad económica, y la llegada, comprobada por las autoridades, de al menos dos de las cuatro variantes de covid-19 que exacerban la transmisibilidad.",2
112,"El martes, el ministro de Defensa de Colombia, Diego Molano Aponte, informó a través de su cuenta verificada de Twitter que «vándalos» han quemado el Palacio de Justicia de Tuluá, en el departamento del Valle del Cauca. Hasta el momento no se reportan heridos o muertos.",3
113,"“No crean que estábamos haciendo barricadas, estamos construyendo el país democrático que toda Colombia merece ante la incapacidad actual. De alguna manera las soluciones exploradas por el equipo económico que empieza a trabajar son las que la gente demanda en las calles”, escribió Petro sobre el encuentro. La cantante de tecno carrilera decidió contestar el anuncio de un futuro gobierno que hizo Petro, reiterando las críticas que mantiene en contra del líder político. “Alguien que le diga que está alucinando… Yo quiero fumar de esa que le venden a él a ver si me lanzo a la presidencia”, escribió Marbelle en su cuenta de twitter, en un mensaje que decoró con emoticones de carcajada.",0
114,"La familia de Santiago Ochoa ya reconoció los restos, pero se necesita la confirmación de Medicina Legal para el proceso judicial por desaparición que debe adelantar la Fiscalía. “En el caso de que mi sobrino pertenecía a la primera línea o que tuviera que ver sobre el paro o que el Esmad lo secuestró es totalmente falso. De ninguna información hemos dado autorización o permiso para que suban dicha información falsa”, aseguró la familiar de Santiago Ochoa. El presidente Iván Duque rechazó los hechos y pidió avanzar en la investigación para dar con los culpables.",2
115,"Ante la presión internacional de organismos tales como la ONU, Amnistía Internacional o la Comisión Interamericana de los Derechos Humanos, el presidente de Colombia, Iván Duque, anunció el 6 de junio de 2021 una transformación de la Policía colombiana para fortalecer el respeto de los derechos humanos.  La transformación está consignada en un proyecto de ley que será presentado al Congreso, en el inicio de la próxima legislatura, es decir, a mediados del año que viene y en caso que gane los comicios. La respuesta de la bancada progresista fue denunciar lo “estético” de una medida que no va a resolver los problemas de Colombia. Así lo denunció el senador Iván Cepeda: “Ahora el Ministerio de Defensa se llamará Ministerio de Defensa Nacional y Seguridad Ciudadana y la policía tendrá uniforme azul. Esta cosmética la usa Duque para ocultar las masivas violaciones de derechos humanos y la necesidad de cambios estructurales de la policía y las Fuerzas Armadas”.",2
116,"Antes rivales irreconciliables en las canchas, hoy compañeros en la protesta social. Los hinchas de clubes con historial de largas enemistades en Colombia unieron sus voces para rechazar la realización de la Copa América 2021 que su país debía recibir junto con Argentina. Y lo consiguieron, los fanáticos y la población en general. “¡No se juega, la Copa no se juega!”, gritaron seguidores de distintos equipos con pancartas que rezaban “Si no hay paz, no hay futbol” y lograron lo impensable. Colombia perdió la sede por decisión de la Conmebol y los aficionados al futbol celebran lo que consideran un triunfo social, por encima de sus preferencias deportivas.",1
117,"La manifestación se concentró a las 10 de la mañana en el Puente de la 4 Sur, en el sur de Medellín. De allí arrancó, también por el sur con destino a la estación Itagüí del Metro. Sobre las 4:30 de la tarde, la situación se salió de control cuando, de acuerdo con denuncias y videos en redes sociales, los manifestantes comenzaron a generar daños en algunas estructuras.",2
118,"Pese a que muchas historias han sido tristes, también hay alegres y conmovedoras. En el caso del ‘Capitán Colombia’ se ha generado mucha expectativa, pues aunque se desconoce la identidad, se sabe que participa dentro de la ‘Primera línea’ en las protestas.  Pero en medio de este revuelo también ha sido usado en memes, ha recibido piropos y se roba la mirada de más de una. Muchos lo tildan como el héroe de las protestas, pues se encarga de que estas se lleven a cabo de manera pacífica y cuando se presentan desórdenes, es el primero en salir a defender a la gente que está a su alrededor.  Las manifestaciones que se han dado en Colombia desde el pasado 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos, el famoso ‘Capitán Colombia’.",0
119,"Aunque el Gobierno expresó toda su voluntad para continuar con los diálogos, le solicitó a los líderes del paro nacional, que se adelanta desde hace un mes en Colombia, que se desbloqueen las vías, en beneficio de la población colombiana que se ha visto afectado por este tema.",2
120,"Aunque la desigualdad ya venía empeorando incluso antes de la pandemia, se agigantó entre 2019 y 2020, cuando cayeron en pobreza 375.990 personas en la urbe de 2,2 millones de habitantes. Sin nada que perder, estos mismos jóvenes escalaron el pulso cerrando calles enteras para instalarse en verdaderos campamentos urbanos que exasperan a una buena parte de la población que padece con esos bloqueos.",2
121,"Miembros del Comité Nacional del Paro —un grupo conformado por sindicatos y organizaciones estudiantiles— señaló en conferencia de prensa que suspenderán las marchas que se habían estado realizando cada semana a fin de evitar la muerte de más manifestantes a manos de la policía y también para reducir los contagios de coronavirus en el país, que registra una cifra récord de decesos relacionados con la enfermedad.",1
122,"La CIDH vio excesos de fuerza de las autoridades, pero no el vandalismo sistemático que asoló las ciudades; hizo acusaciones de violencia étnica, pero no vio la de los indígenas que bloquearon y destruyeron, prevalidos de su “autonomía”; cuestionó la asistencia militar y la justicia penal militar, acusó falsamente al Gobierno de estigmatizar la protesta y a los jóvenes, y hasta resultó siendo ¡la Fuerza Pública! la que atacó misiones médicas y bloqueó ambulancias. ¡No hay derecho!. Y claro, tuvo tiempo para una “manito” a su protegido Petro, reiterando su esperpento jurídico de atar de manos a la Procuraduría y extenderles patente de corso, como “indisciplinables”, a los funcionarios de elección popular. Ni qué decir de las recomendaciones, que parecen copiadas del paro. La “neutralización” del Esmad y el traslado de la Policía al Mininterior son arrogantes e indebidas intromisiones. La CIDH tampoco quiso ver los intereses transnacionales que buscan implantar el comunismo en Colombia, y con su actitud “tuerta”, el mundo recibió la imagen de una dictadura a lo Maduro y Ortega, que buscaban los que quieren erigirse luego en salvadores socialistas, algo que, tras la pandemia y el paro, el país no resistiría.",2
123,"Los expertos consultados por Forbes concluyen que, salvo el retiro de las exenciones tributarias —principalmente, las otorgadas en la tributaria del 2019 a bancos y a ultrarricos; y con las que se podrían conseguir 9 billones de pesos—, no ven de dónde sacar más plata a no ser que sea vía otra reforma tributaria. Parece que a los expertos se les escapó el pequeño detalle de que a Colombia en corrupción se le esfuman 50 billones de pesos anuales. ¿Será que, si dejaran de robar, sí nos alcanzaría?",3
124,"Atención: delincuentes queman el Palacio de Justicia en Tuluá, Valle del Cauca. Según informaciones recientes, el incendio no pudo ser sofocado pues los bloqueos y los hechos de vandalismo que se vivían en el lugar no permitían el paso de los bomberos. Por eso, muchos de los videos en redes sociales contienen llamados de quienes graban de que dejen pasar al personal de rescate para poder actuar a tiempo... El congresista aseguró que le dolía su ciudad natal y que le pedía a las autoridades y al gobierno nacional hacer lo posible para recuperar el orden. También había denuncias en redes sociales de supuestos excesos de la policía en la represión de la jornada.",3
125,"Las protestas han dejado pérdidas por 3.000 millones de dólares, según el ministerio de Finanzas, debido a que los bloqueos carreteros han impedido que las fábricas reciban materia prima y evitado la exportación de productos como el café y la caña de azúcar.",1
126,"El tire y afloje del liberalismo con Duque ya tiene varios episodios. Desde la despachada de Gaviria (su jefe único) contra Carrasquilla a su posterior invitación “rodear” a Duque. En el Congreso, la bancada se ha movido a ese ritmo. Los representas que apoyaron a Molona fueron: Julián Peinado, cabeza del liberalismo de Envigado (con tres exalcaldes procesados por corrupción) y un incondicional del uribismo. John Jairo Roldán, está en la Cámara desde 2010 y su fortaleza electoral se concentra en Bello y algunos municipios del bajo cauca. Roldán buscará llegar al Senado en 2022 y su fórmula a la Cámara será peinado ¡Tal para cual! Entre los senadores, no extraña el voto del cuestionado Julián Bedoya, aliado del grupo político de la Universidad de Medellín (la misma que le tramitó en tiempo exprés la tarjeta de abogado). Su coequipero en el grupo Renovación liberal, Juan Diego Echavarría (uno de los promotores del fallido proyecto para extenderle el periodo a Duque), se abstuvo de votar.",1
127,"La Policía entregó el balance de los cinco días de Paro Nacional contra la fallida reforma tributaria del Gobierno Duque. Mientras la institución habla de 504 uniformados lesionados, y asumió decenas de investigaciones internas, Temblores ONG registró 1.181 denuncias por violencia policial.",3
128,"El desgarrador relato de Ángel Campos, patrullero a quien intentaron quemar vivo durante el paro. El uniformado resultó quemado por una bomba tipo molotov en medio de los fuertes disturbios del miércoles en Bucaramanga. Otros dos patrulleros resultaron heridos en los actos vandálicos. Rechazamos los actos vandálicos y criminales registrados esta noche contra la vida e integridad de nuestros policías en Bucaramanga. Tres compañeros resultaron heridos con bombas incendiarias y objetos contundentes”, dijo la Policía en Twitter, tras lo acontecido en la capital de Santander. “Era una reunión de amigos, de camaradas”: Líder social Diana Parafán critica encuentro de CIDH con víctimas. El uniformado perteneciente al Esmad dijo estar bastante deprimido y afectado psicológicamente por lo acontecido contra su vida este miércoles, pues no llegó a pensar que una situación de esas le fuera a pasar a él. “Esperaba que mi familia me esperara en mi casa, que hoy que estoy cumpliendo un año más de vida pudiera estar compartiendo con ellos”, dijo el uniformado, quien se recupera en un clínica.",3
129,"La Minga Nacional, Social, Popular y Comunitaria de Popayán (capital del Cauca, suroeste de Colombia) denunció este lunes, a través de un comunicado, el rechazo al diálogo por parte de la Fiscalía y la criminalización de la protesta.",1
130,"Noche de terror en Tuluá (Valle): un muerto, saqueos y el palacio de justicia incinerado. “Sobre las 10 de la noche se registró la lamentable noticia que tiene que ver con el cuerpo sin vida que llega a un centro asistencial”, dijo el general Rodríguez. “Allí se identifica como Camilo Andrés Arango, de 18 años, estudiante, quien al parecer fallece por arma de fuego. Igualmente, se presenta la agresión de dos ciudadanos con arma de fuego que no se encuentran graves en este momento”, añadió. Por haber una persona muerta, millonarios daños y un ataque directo a la institucionalidad, las autoridades ofrecen hasta $100 millones de pesos de recompensa a quien dé información que conduzca a los responsables de los hechos violentos del pasado 25 de mayo.",3
131,"Personería de Medellín lleva 216 revisiones de lacrimógenos del Esmad sin encontrar gases vencidos. Según el funcionario, hasta el momento se han registrado tres denuncias en tal sentido, pero desde el ente con funciones de Ministerio Público en la capital antioqueña no se puede confirmar si los señalamientos son ciertos.",2
132,"El iniciado el 28 de abril se ha caracterizado por ser rico y fecundo en complejidad, al irradiarse de otras praxis de insumisión, como la desobediencia civil y la revolución en su fase de víspera. También por ser una expresión de resistencia multitudinaria que no se limitó a la exigencia de que el Gobierno retirara el proyecto de reforma tributaria. Como es bien sabido, sus resonancias van mucho más allá. Bajo la punta del iceberg, hay una verdadera denuncia contra todo el orden establecido; esto es, contra la debacle del Estado colombiano, que es hacedor de un lastre de pandemias sociales: masacres, corrupción, violencia de género, inequidad, feminicidios, hambre, pobreza, desempleo, racismo, xenofobia, extractivismo, abuso de la Fuerza Pública, impunidad, leyes contramayoritarias, bandidos de cuello blanco… En este orden de ideas, no estamos ante un paro con espíritu de corto, sino de largo aliento. Si deja de estar presente en acto, lo estará en potencia, como una fuerza latente.",1
133,"El paro nacional ha dejado un saldo de 21 víctimas mortales confirmadas que guardan relación con las manifestaciones. Esta es una cifra terrible a la que debe sumarse la de más de 2.000 heridos, hechos que sumaron una presión adicional a un sistema hospitalario ya de por sí copado por el pico de la pandemia. En un país como el nuestro, donde el valor de la vida siempre ha sido relativo, volver a las épocas donde la ideología de alguien era una lápida a cuestas es muy triste. El paro agudizó la polarización hasta puntos nunca antes vistos",3
134,"El mandatario Iván Duque apuntó que si bien se debe garantizar derechos ciudadanos como la protesta pacífica, un Estado no debe tolerar ""el vandalismo, el terrorismo urbano de baja intensidad, que amenazan el orden constitucional"".",2
135,"El último informe de Monitoreo de Riesgos y Prevención de Afectaciones a los Derechos Humanos en Colombia de la JEP resalta el ""surgimiento de prácticas de autodefensa y paramilitarismo para atemorizar a las personas que participan en la protesta social"". La entidad informó que tienen evidencias del surgimiento de ""grupos de civiles armados"" en al menos 27 ciudades que realizaron 56 acciones violentas entre el 28 de abril y el 30 de mayo pasados.",3
136,"Desde que los grupos económicos manejen los medios de comunicación no habrá posibilidad de cambio. Jamás la habrá. Por eso, cuando ustedes prendan el televisor, llorarán porque le quemaron un banco a Sarmiento Angulo, se enternecerán al ver a los Esmad, tan buenos católicos, arrodillados rezándole a un Dios de la muerte. La protesta una vez más estará compuesta de marihuaneros desadaptados, desarrapados como Dilan Cruz que bien muerto está. En el país de Sarmiento Angulo los pobres son solo carne de cañón.",2
137,"Cucho' Hernández dijo presente en las protestas realizadas en España. El futbolista colombiano alzó su voz en España. Juan Camilo ´Cucho’ Hernández ha manifestado en sus redes sociales el amor que tiene por su Colombia, en momentos en los que han sido varias las figuras públicas pronunciándose por el contexto social de los últimos días. “Colombia tierra querida”, fue el primer mensaje del futbolista del Getafe en sus redes sociales.",0
138,"Así, ha urgido a las autoridades colombianas a realizar investigaciones ""inmediatas, efectivas e independientes"" en referencia a las violaciones a los Derechos Humanos y los abusos cometidos desde el 28 de abril y, como resultado, que los responsables rindan cuentas.",1
139,"La frase “Los héroes en Colombia sí existen” se ha tomado las redes. Dichos héroes son los comunes, los de a pie, los que, al juntarse, tienen la potencia de dar luz a un poder político prejurídico e ilimitado, capaz de poner en cintura a los delegatarios, modificar o abolir las instituciones injustas y sentar las bases de una democracia real, en clave social y ecológica. El pueblo es resiliente y valiente. Ha quedado demostrado una vez más que parar, protestar y rebelarse no es un acto estéril; por el contrario, las grandes conquistas siempre han estado precedidas de grandes revoluciones. Con conciencia, porfía y persistencia, el pueblo llano llevó contra las cuerdas al Gobierno, logró tumbar el proyecto de reforma y presionar eficazmente la renuncia de Carrasquilla del Ministerio de Hacienda y Crédito Público. Es una gesta importante, que se integra con otras y deberá completarse con las que siguen. A corto plazo, seguir en paro, presionar la salida de Duque y tumbar los nuevos proyectos de reforma a la salud, en materia pensional y laboral; a mediano plazo, luchar contra las pandemias sociales que ha capitaneado el Estado; a largo plazo, desmontar el Estado inconstitucional, en aras de alzar un nuevo proyecto que sí ampare la vida, la libertad, la igualdad y la felicidad.",1
140,"Este domingo hay nuevas manifestaciones contra bloqueos: una día de paz y un carnaval de vida. El Comité de Movilización 30 de Mayo # YoProtejoMiPaís, convocó, para este domingo, dos marchas en dos diferentes puntos de la ciudad de Bogotá para protestar contra los bloqueos, que han causado desabastecimiento de algunos productos tuerca tiendas y supermercados. El objetivo principal de estas movilizaciones, según indicaron, es decirle al país: “ No más violencia ni más sangre, buscar la interrelación de empresarios, comerciantes, jóvenes y diferentes gremios ”.",0
141,"A pesar de que el comité del paro ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y montado barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
142,"la verdad es que la situación se está poniendo color de hormiga cuando el presidente, en forma irresponsable como cualquier advenedizo improvisador, desata afirmaciones insensatas e imprudentes en las redes sociales, asegurando sin pruebas que el jefe de la oposición es el causante, responsable y culpable de los bloqueos a los que han tenido que acudir algunos protestantes del paro para poder hacer oír su voz, en lo que va corrido durante el mes de mayo, utilizando el jefe del Estado la mentira y el miedo de la manera más irresponsable como arma de propaganda política para ganar las elecciones en el 2022.",2
143,"Son ellos, los que viven de las rentas del Estado y las empresas, los que manipularon a los jóvenes sin estudio y perjudicaron con su discurso político y desinformado a quienes están buscando conseguir su primer empleo, a quienes se encuentran en condiciones de pobreza, a quienes mantuvieron sus empleos por el subsidio a la nómina que salvó a las empresas para las que trabajan y, a los cuales, es importante aclarar, les hubieran mejorado sus condiciones de vida, si se hubiese aprobado una reforma tributaria que ni siquiera permitieron discutir. No se dejen manipular, abran los ojos, ellos no los representan. Son ellos quienes con mezquindad e intereses políticos están manipulando la información, adueñándose de sus angustias y reclamos, con el fin obtener prebendas y poniendo en grave riesgo a toda una sociedad.",1
144,"En un barrio del sur de Cali, civiles se armaron con pistolas y fusiles para disparar contra algunos manifestantes, con policías a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Tras 50 días de protestas, el odio de clases quedó descubierto en la tercera ciudad más importante del país Colombia y que se suma a las problemáticas de desigualdad y racismo. Escobar fue uno de los que sacó su arma. Asegura que hizo ""unos disparos al aire"" con una pistola automática, en la más sangrienta jornada del llamado paro nacional, que dejó 13 muertos en la ciudad.",3
145,"Tuerca un campo complejo, se vivió una insólita situación en una de las ciudades donde se presentaba protestas. Durante las manifestaciones en Buenaventura, se conoció un video donde un hombre con flores y globo en forma estado diamante corazón se acercaba a una mujer para expresarle su amor.",0
146,"Por esta razón, el alcalde de Cali, Jorge Iván Ospina, manifestó que el paro nacional estimuló una actividad criminal en algunas zonas de la ciudad, la cual necesita ser resuelta con presencia de integrantes de la Fiscalía General de la Nación y la Policía.",3
147,"“El odio ofusca el pensamiento –explica–. Una vez anida en el corazón, es difícil desarraigarlo...”. Me gustó el texto de Echeverry, muy oportuno. Y yo le agrego: ¿cuánta culpa tienen en esa orgía de odio los líderes políticos y de opinión? Basta leer los trinos de Gustavo Petro y sus seguidores, o de Álvaro Uribe y los suyos; las entrevistas de expresidentes como César Gaviria (otrora sabios de la tribu y hoy meros alimentadores del incendio) y los dichos de congresistas de ambos bando; o escuchar en la radio matinal la rabiosa agresividad de muchos de quienes preguntan y opinan; o repasar las redes sociales, donde tantos ponen su grano de pólvora para que la conflagración se extienda, incluida esa moda de la bandera de Colombia patas arriba, como si hacerlo (poner al país de cabeza) no fuera una invitación subliminal al anarquismo.",1
148,"Desaparecidos durante Paro Nacional en Colombia: las cifras no cuadran porque el Estado no las busca. La desaparición es un crimen de lesa humanidad, típico de una dictadura, no de una democracia. Colombia hace encender las alarmas, no solo por la violencia policial, sino ante la incongruencia de las cifras. ¿Por qué estas diferencias tan grandes en las cifras de desaparecidos en el marco de las protestas? ""Creo que el problema entre cifras oficiales y las recogidas por otros entes puede radicar, entre otros, en la demora de la Defensoría del Pueblo en tomar cartas en el asunto, puesto que los mecanismos de veeduría y control han tardado en empezar a verificar los diversos casos de violencia”, dice a DW el antropólogo Sebastián Lanz, codirector de Temblores, una ONG que a través del litigio jurídico ante las altas cortes busca ""establecer un diálogo entre el Estado, los vulnerados y las comunidades incomunicadas”.",3
149,"El director de Fedesarrollo anunció que el pronóstico de crecimiento de la economía colombiana en 2021 sería revisado al alza a pesar de la situación de orden público que está experimentando el país. Allí precisó que “el sorprendente dato de crecimiento en el primer trimestre del año, la aceleración del proceso de vacunación en las últimas semanas y la baja base de comparación de 2020 implican que la tasa de crecimiento del PIB de 2021 sería superior al 4,8% que pronosticábamos a inicio de año”. Estas cifras de Fedesarrollo contrastas con las que señaló el Ministro de Hacienda, quien calculó las pérdidas en $10 billones.",0
150,"Este 21 de junio, Colombia superó la dolorosa cifra de 100 mil muertos de covid-19, situación que conmocionó al país y que ocasionó múltiples reacciones, entre ellas, la del presidente de la República, Iván Duque, quien no solo lamentó la situación, sino que también responsabilizó al paro nacional de dicha situación; tras sus declaraciones, Gustavo Petro no tardó en reaccionar.",3
151,"En Bogotá la mayoría de las marchas se han llevado a cabo en las vías principales, afectado la operación de Transmilenio y por ende a los usuarios que han tenido que bajarse del sistema de medio de transporte y caminar a sus casas. Es por eso que ahora los bogotanos afectados podrán pedir una devolución de ese pasaje que no pudieron utilizar, pero que si validaron en las taquillas de las estaciones. ¿ Cómo pedir el reintegro de mi pase en Transmilenio? Esta solitud se hace para las personas que pagaron su pasaje, pero que no pudieron completar su movilización por el sistema o si no abordaron alguno de los buses durante las marchas que se han realizado desde el pasado 28 de abril en la ciudad.",0
152,"“Es doloroso que usemos a los niños con fines políticos y tal vez de guerra”: directora del ICBF. Las imágenes de niños muy pequeños, aparentemente recibiendo entrenamiento de miembros de la primera línea en Medellín, han causado indignación. El ministro de Defensa, la alcaldía, la Personería y la Defensoría del Pueblo también se pronunciaron. Las primeras líneas del país han despertado un debate sobre la protestas pacífica y cómo esta llega a tornarse violenta, tras más de dos meses de disturbios en todo el país. Desde hace semanas se sabe que entre los integrantes hay menores de edad, pero en las últimas horas, la polémica creció por las imágenes de presuntos miembros de esos grupos, entrenando a niños muy pequeños en el Parque de los Deseos de la capital de Antioquia.",2
153,"A través de su cuenta de Twitter, el director de la División de las Américas de Human Rights Watch, José Miguel Vivanco, afirmó que la organización tiene evidencias de que miembros de la Policía habrían asesinado al menos a 20 manifestantes durante las jornadas del paro nacional en el país. Vivanco dijo: “Hemos documentado cada caso con evidencias de primera mano incluyendo informes médicos y forenses, entrevistas con testigos, familiares y abogados de víctimas y autoridades judiciales, y verificación de videos”.",3
154,"Ese fue el caso de un joven bogotano, que tras participar del paro del pasado 02 de junio, donde al parecer asistió con mentiras, fue descubierto por su padre, quien no dudo en meterle tremendo regaño público, frente a los protestantes y policías que estaban en el lugar. Según el video, el joven pudo haber tenido un altercado con los uniformados, (que lo tenían rodeado) por lo que su progenitor se vio obligado a sacarlo del apuro y fue allí donde se desencadenó toda la situación del video, que hoy inunda las plataformas. Una vez llegó el padre, dejó ver su indignación por las mentiras en medio de gritos de su hijo, a quien en medio de gritos le preguntaba:“¿A qué vino, huevó*?, ¿A protestar a qué?… Dígame una sola razón, ¿a qué vino a protestar?”. “Con mentiras, con tantas mentiras… No sabe un cul* del país y viene a protestar acá, no sabe nada, no sabe ni mier**”, continúa diciendo el padre, mientras el joven avergonzado y en silencio, agacha la cabeza esperando que todo termine.",0
155,"La CIDH también documentó la preocupación de los colombianos sobre las interrupciones del servicio de Internet en el contexto de las protestas. Según señalaron, esto habría generado un escenario de obstaculización de las denuncias sobre el actuar de la fuerza pública. Los reportes recibidos enseñan tanto el posible uso de tecnología dirigida a inhibir o restringir la señal de Internet, como el bloqueo de las direcciones de dos páginas en Internet que contenían información sobre las protestas. Otra de las preocupaciones de la Comisión en materia de tecnología son las reiteradas denuncias que recibió sobre el perfilamiento de usuarios de redes sociales, participantes o no de las protestas. Reseñó que “la caracterización genérica a través de términos como terrorismo, vandalismo o criminales estigmatiza a las personas manifestantes, activa un ambiente hostil al ejercicio de la protesta y a la libertad de expresión en Internet. La Relatoría Especial para la Libertad de Expresión ha señalado que las sanciones penales por la difusión de información presuntamente falsa podrían retrotraer a la región a una lógica de criminalizar expresiones sobre asuntos de interés público y establecer una herramienta con un fuerte efecto inhibitorio. ",2
156,"Una de las consecuencias políticas que deja el paro es que, efectivamente, validó la protesta social como un mecanismo para lograr cambios en el país, de acuerdo con analistas",0
157,"Las organizaciones no gubernamentales (ONG) Indepaz y Temblores denunciaron el lunes que durante los dos meses de Paro Nacional en Colombia, que se ha desarrollado bajo el “uso excesivo de la violencia por parte de la Fuerza Pública”, se han cometido 75 asesinatos.",3
