,Item (Texto),GravedadMode
93,"Molano, en diálogo con RCN Radio, aseguró que es necesario tener claridad en el papel y la función de ""nuestra fuerza pública, policías y soldados"" durante las protestas: ""Su papel es garantizar el derecho y la tranquilidad de quienes no marchan, garantizar el derecho a la protesta pacífica de quienes marchan y lo hacen pacíficamente, pero por supuesto actuar de forma contundente contra todos aquellos que afectan la tranquilidad la vida y que están cometiendo actos de vandalismo"". Según Molano, tras el trabajo de los grupos de inteligencia de la Policía Nacional, se encontró que ""hay una relación directa porque hay una fuerza que organiza ataques sistemáticos planeados, premeditados y que son financiados por disidencias de las Farc y el ELN, con unos movimientos como el M-19, el movimiento Bolivariano, los Capuchos, los Escudos Azules y el 8 de junio de la célula de ese grupo armado"". Así mismo, el ministro señaló que son estos grupos los que ""están cometiendo y promoviendo este tipo de actos de terrorismo de baja intensidad a nivel urbano y que han afectado las ciudades sistemáticamente"".",2
94,"Este fin de semana se vivió una tensa situación en el país por las manifestaciones y protestas que se vivieron por el paro nacional. En un marco complejo, se vivió una insólita situación en una de las ciudades donde se presentaba protestas. Duranta las manifestaciones en Buenaventura, se conoció un video donde un hombre con flores y globo tuerca forma de corazón se acercaba a una mujer para expresarle su amor. La situación ante la mirada de una multitud de personas que deseaban un final feliz y así lo hacían saber en un coro que decía lo siguiente: “ Que diga que sí, que diga que sí ”. Aunque en el video no se escucha lo que le dice el hombre a la mujer, lo que si se puede es observar cuando ella le reprocha y le tira tanto las flores como el globo de corazón al piso.",0
95,"...se informó y difundieron imágenes sobre movilizaciones ciudadanas, que fueron reprimidas por la policía, en el sector Calima, de la misma ciudad. Además de Cali, hubo protestas en Palmira, también en Valle del Cauca, donde denunciaron una cruenta represión por parte de las fuerzas de seguridad contra los descontentos. Ciudadanos publicaron videos en las redes sociales y denunciaron que varias personas resultaron heridas. En ese mismo espacio también hubo reportes de presuntas capturas y desapariciones, aunque no se conocen cifras.",3
96,"Según especialistas consultados, el paro nacional también evidenció un incremento en el nivel de participación política y social de diversos sectores civiles del país, como contrapeso a la falta de respuestas rápidas y concretas por parte de varios mandatarios a las necesidades de sus gobernados y a la agudización de la crisis de credibilidad en las instituciones.",0
97,"“Tenemos varios temas que aclarar. El número equivocado de las personas muertas en el paro porque se ha comprobado a la fecha que hay 24 personas que murieron por el paro pero 19 no murieron por el paro y 11 están en investigación. Cuando la señora Bachelet dice que hay 54 muertos por el paro se equivoca y eso le hace daño al país porque el país lo que quiere es la verdad no seguir trabajando sobre los rumores”, dijo la embajadora.",3
98,"Las autoridades pudieron establecer la identidad de la persona a quien pertenecería la cabeza encontrada dentro de una bolsa en el corregimiento de Aguaclara, zona rural de Tuluá, centro del Valle del Cauca. Se trata de un joven llamado Santiago Ochoa. Según se conoce, el joven hacía parte de la denominada primera línea de resistencia de ese municipio. El crimen tiene consternados a los habitantes de esa zona del país. Testigos aseguran que Santiago salió en horas de la mañana en una bicicleta y posteriormente, fue capturado supuestamente por el Escuadrón Móvil Antidisturbios (Esmad).",3
99,"El objetivo de las organizaciones sociales, indígenas, campesinas que integran la minga época consolidar las garantías para la existencia y los derechos humanos de los ciudadanos e instalar la mesa habilidad de diálogo.",0
100,"Pese a que muchas historias han sido tristes, también hay alegres y conmovedoras. En el caso del ‘Capitán Colombia’ se ha generado mucha expectativa, pues aunque se desconoce la identidad, se sabe que participa dentro de la ‘Primera línea’ en las protestas.  Pero en medio de este revuelo también ha sido usado en memes, ha recibido piropos y se roba la mirada de más de una. Muchos lo tildan como el héroe de las protestas, pues se encarga de que estas se lleven a cabo de manera pacífica y cuando se presentan desórdenes, es el primero en salir a defender a la gente que está a su alrededor.  Las manifestaciones que se han dado en Colombia desde el pasado 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos, el famoso ‘Capitán Colombia’.",0
101,"Los colombianos vimos los bloqueos que la CIDH no vio; la brutalidad de encapuchados que impedían la movilización de personas, mercancías, alimentos y ambulancias; y pagaremos todos el costo billonario de la quiebra de empresas, pérdida de empleos y crisis económica. Por eso insulta a la inteligencia que tal nivel de “terrorismo económico y social” -aunque el terrorismo no esté en su diccionario- se disfrace como “cortes de ruta” y se recomiende al Gobierno “abstenerse de prohibirlos a priori”, con lo cual la CIDH legitima los bloqueos y desprecia los derechos de las mayorías. Los “cortes de ruta” de la CIDH son como las “retenciones” de las Farc, invento de la JEP para disfrazar el secuestro y aplicarle su impune justicia restaurativa. Sin duda, dos instituciones que comulgan en el sesgo ideológico de la izquierda y, por tanto, ven por un solo ojo.",2
102,"Este fin de semana se vivió una tensa situación en el país por las manifestaciones y protestas que se vivieron por el paro nacional. En un marco complejo, se vivió una insólita situación en una de las ciudades donde se presentaba protestas. Duranta las manifestaciones en Buenaventura, se conoció un video donde un hombre con flores y globo en forma de corazón se acercaba a una mujer para expresarle su amor. La situación ante la mirada de una multitud de personas que deseaban un final feliz y así lo hacían saber en un coro que decía lo siguiente: “Que diga que sí, que diga que sí”. Aunque en el video no se escucha lo que le dice el hombre a la mujer, lo que si se puede es observar cuando ella le reprocha y le tira tanto las flores como el globo de corazón al piso.",0
103,"‘Primera Línea’ entregó la Universidad del Quindío en “deplorable estado de vandalización”, denuncia su rector. Cerca de 20 jóvenes que dicen ser miembros de la Primera Línea en esa región se habían tomado la universidad por más de 20 días. El consejero Presidencial de Seguridad Nacional, Rafael Guarín, arremetió en contra de dicho grupo, al advertir que no la integran, según él, jóvenes espontáneos que salen de barrios populares o pacíficas mamás. En su momento, el funcionario indicó que los de la primera línea no se pueden catalogar como “héroes”, a quienes, de acuerdo con el consejero presidencial, algunos políticos exaltan. Este martes, se conoció un nuevo hecho de vandalismo que se le atribuye a la primera línea, en esta ocasión en el departamento del Quindío, con lo que las críticas a este grupo de manifestantes siguen creciendo. El nuevo hecho en el que se ve envuelta la primera línea es un presunto hecho de robo y vandalización dentro de las instalaciones de la Universidad del Quindío, la cual se había tomado este grupo desde hace cerca de 25 días.",2
104,"La Federación de Empresarios del Transporte de Carga (Fedetranscarga) analizó los viajes de carga realizados entre el 28 de abril, cuando inició el paro, al 15 de junio, y los comparó con el mismo periodo de 2020, fecha en que había en el país algunas restricciones por el aislamiento obligatorio, y encontró que se dio una reducción en la carga de 3,1%.",1
105,"Mindefensa advierte que ya tienen borrador del proyecto antivandalismo. El ministro Diego Molano explicó cuáles son los puntos centrales de este proyecto anunciado por el presidente Iván Duque. El proyecto antivandalismo, que propuso el presidente de la República, Iván Duque, fue una respuesta a los hechos de violencia, terrorismo y hostigamientos, no sólo a la fuerza pública, sino a la comunidad y durante las jornadas de protesta del Paro Nacional. El presidente lo anticipó y ahora el ministro de Defensa, Diego Molano, advirtió que tienen listo un borrador de ese proyecto. Molano aseguró que el proyecto tiene tres pilares fundamentales, que incluye, en primer lugar: endurecer las penas para quienes incurran en conductas ilegales relacionadas con la movilización o que afecten la protesta pacífica. El proyecto, según el ministro Molano, se acompaña de la creación de nuevo tipos penales, es decir, nuevos delitos sobre conductas que a su criterio no están penalizadas. Por último, son los mecanismos para garantizar que la infiltración de los violentos no afecte el normal desarrollo de la protesta pacífica.",1
106,"Por primera vez en décadas los obreros, campesinos, indígenas y estudiantes se organizaron para protestar al tiempo; la caída de la reforma tributaria en medio de una emergencia fiscal mostró grietas en un modelo económico hasta ahora sólido y la capacidad de los políticos para generar confianza y resoluciones parece más limitada que nunca. Al menos 42 personas han muerto, según la Defensoría del Pueblo. Miles han resultado heridos. Cientos han pasado días desaparecidos. El país ha visto, en vivo y en directo, cientos de abusos policiales y unos cuantos tiroteos entre colombianos.",3
107,"Tengo la impresión de que los colombianos están aún más polarizados que a inicios del año y que la concordia social, tan necesaria en momentos donde necesitamos una reactivación económica con el esfuerzo de todos, puede desaparecer sin remedio. Muchos leen esta situación como un claro indicio de estallido social, aunque el escaso aforo en las manifestaciones desmienta esa percepción. Más que un estallido, sufrimos una fractura social.",1
108,"Los expertos —incluido el ministro Ruiz— concuerdan en que es difícil saber con exactitud cuánta responsabilidad tienen las protestas en la crisis sanitaria, debido a que el estallido coincidió con varias medidas de reapertura de la actividad económica, y la llegada, comprobada por las autoridades, de al menos dos de las cuatro variantes de covid-19 que exacerban la transmisibilidad.",2
109,"El martes, el ministro de Defensa de Colombia, Diego Molano Aponte, informó a través de su cuenta verificada de Twitter que «vándalos» han quemado el Palacio de Justicia de Tuluá, en el departamento del Valle del Cauca. Hasta el momento no se reportan heridos o muertos.",3
110,"“No crean que estábamos haciendo barricadas, estamos construyendo el país democrático que toda Colombia merece ante la incapacidad actual. De alguna manera las soluciones exploradas por el equipo económico que empieza a trabajar son las que la gente demanda en las calles”, escribió Petro sobre el encuentro. La cantante de tecno carrilera decidió contestar el anuncio de un futuro gobierno que hizo Petro, reiterando las críticas que mantiene en contra del líder político. “Alguien que le diga que está alucinando… Yo quiero fumar de esa que le venden a él a ver si me lanzo a la presidencia”, escribió Marbelle en su cuenta de twitter, en un mensaje que decoró con emoticones de carcajada.",0
111,"La familia de Santiago Ochoa ya reconoció los restos, pero se necesita la confirmación de Medicina Legal para el proceso judicial por desaparición que debe adelantar la Fiscalía. “En el caso de que mi sobrino pertenecía a la primera línea o que tuviera que ver sobre el paro o que el Esmad lo secuestró es totalmente falso. De ninguna información hemos dado autorización o permiso para que suban dicha información falsa”, aseguró la familiar de Santiago Ochoa. El presidente Iván Duque rechazó los hechos y pidió avanzar en la investigación para dar con los culpables.",3
112,"Ante la presión internacional de organismos tales como la ONU, Amnistía Internacional o la Comisión Interamericana de los Derechos Humanos, el presidente de Colombia, Iván Duque, anunció el 6 de junio de 2021 una transformación de la Policía colombiana para fortalecer el respeto de los derechos humanos.  La transformación está consignada en un proyecto de ley que será presentado al Congreso, en el inicio de la próxima legislatura, es decir, a mediados del año que viene y en caso que gane los comicios. La respuesta de la bancada progresista fue denunciar lo “estético” de una medida que no va a resolver los problemas de Colombia. Así lo denunció el senador Iván Cepeda: “Ahora el Ministerio de Defensa se llamará Ministerio de Defensa Nacional y Seguridad Ciudadana y la policía tendrá uniforme azul. Esta cosmética la usa Duque para ocultar las masivas violaciones de derechos humanos y la necesidad de cambios estructurales de la policía y las Fuerzas Armadas”.",2
113,"Antes rivales irreconciliables en las canchas, hoy compañeros en la protesta social. Los hinchas de clubes con historial de largas enemistades en Colombia unieron sus voces para rechazar la realización de la Copa América 2021 que su país debía recibir junto con Argentina. Y lo consiguieron, los fanáticos y la población en general. “¡No se juega, la Copa no se juega!”, gritaron seguidores de distintos equipos con pancartas que rezaban “Si no hay paz, no hay futbol” y lograron lo impensable. Colombia perdió la sede por decisión de la Conmebol y los aficionados al futbol celebran lo que consideran un triunfo social, por encima de sus preferencias deportivas.",1
114,"La manifestación se concentró a las 10 de la mañana en el Puente de la 4 Sur, en el sur de Medellín. De allí arrancó, también por el sur con destino a la estación Itagüí del Metro. Sobre las 4:30 de la tarde, la situación se salió de control cuando, de acuerdo con denuncias y videos en redes sociales, los manifestantes comenzaron a generar daños en algunas estructuras.",2
115,"Pese a que muchas historias han sido tristes, también hay alegres y conmovedoras. En el caso del ‘ Capitán Colombia ’ se ha generado mucha expectativa, pues aunque se desconoce la identidad, se sabe que participa dentro de la ‘ Primera línea ’ en las protestas. Pero en medio de este revuelo también ha sido usado en memes, ha recibido piropos y se roba la mirada de más de una. Muchos lo tildan como el héroe de las protestas, pues se encarga de que estas se lleven a cabo de manera pacífica y cuando se presentan desórdenes, es el primero en salir a defender a la masa que está a su alrededor. Las manifestaciones que se han dado en Colombia desde el pasado 28 de abril han sido un escenario de múltiples historias y personajes, entre ellos, el famoso ‘ Capitán Colombia ’.",0
116,"Aunque el Gobierno expresó toda su voluntad para continuar con los diálogos, le solicitó a los líderes del paro nacional, que se adelanta desde hace un mes en Colombia, que se desbloqueen las vías, en beneficio de la población colombiana que se ha visto afectado por este tema.",2
117,"Aunque la desigualdad ya venía empeorando incluso antes de la pandemia, se agigantó entre 2019 y 2020, cuando cayeron en pobreza 375.990 personas en la urbe de 2,2 millones de habitantes. Sin nada que perder, estos mismos jóvenes escalaron el pulso cerrando calles enteras para instalarse en verdaderos campamentos urbanos que exasperan a una buena parte de la población que padece con esos bloqueos.",2
118,"Miembros del Comité Nacional del Paro —un grupo conformado por sindicatos y organizaciones estudiantiles— señaló en conferencia de prensa que suspenderán las marchas que se habían estado realizando cada semana a fin de evitar la muerte de más manifestantes a manos de la policía y también para reducir los contagios de coronavirus en el país, que registra una cifra récord de decesos relacionados con la enfermedad.",1
119,"En el marco de las jornadas de manifestaciones y desmanes que se han adelantado en el país por más de 18 días, desde diferentes sectores del Gobierno Nacional y fuerza pública han manifestado que las marcas han estado siendo infiltradas por organizaciones criminales, con el propósito de desestabilizar al país... se ha expuesto el plan que estaría ejecutando las disidencias de las Farc y milicias urbanas del ELN para lograr el control de la ciudad de Cali.  El medio de comunicación indicó que existen una serie de grabaciones junto a información de inteligencia, que evidencias cómo se desarrolló un presunto ‘plan criminal’ en el marco de las manifestaciones en Cali. Este plan habría partido de la implementación de unos estímulos para promover el vandalismo en varias zonas de la ciudad, lo cual se reflejó en saqueos, destrucción de propiedad pública y privada, junto a enfrentamientos de encapuchados y agentes del Esmad.",2
120,"Los expertos consultados por Forbes concluyen que, salvo el retiro de las exenciones tributarias —principalmente, las otorgadas en la tributaria del 2019 a bancos y a ultrarricos; y con las que se podrían conseguir 9 billones de pesos—, no ven de dónde sacar más plata a no ser que sea vía otra reforma tributaria. Parece que a los expertos se les escapó el pequeño detalle de que a Colombia en corrupción se le esfuman 50 billones de pesos anuales. ¿Será que, si dejaran de robar, sí nos alcanzaría?",3
121,"Atención: delincuentes queman el Palacio de Justicia en Tuluá, Valle del Cauca. Según informaciones recientes, el incendio no pudo ser sofocado pues los bloqueos y los hechos de vandalismo que se vivían en el lugar no permitían el paso de los bomberos. Por eso, muchos de los videos en redes sociales contienen llamados de quienes graban de que dejen pasar al personal de rescate para poder actuar a tiempo... El congresista aseguró que le dolía su ciudad natal y que le pedía a las autoridades y al gobierno nacional hacer lo posible para recuperar el orden. También había denuncias en redes sociales de supuestos excesos de la policía en la represión de la jornada.",3
122,"Las protestas han dejado pérdidas por 3.000 millones de dólares, según el ministerio de Finanzas, debido a que los bloqueos carreteros han impedido que las fábricas reciban materia prima y evitado la exportación de productos como el café y la caña de azúcar.",1
123,"El tire y afloje del liberalismo con Duque ya tiene varios episodios. Desde la despachada de Gaviria (su jefe único) contra Carrasquilla a su posterior invitación “rodear” a Duque. En el Congreso, la bancada se ha movido a ese ritmo. Los representas que apoyaron a Molona fueron: Julián Peinado, cabeza del liberalismo de Envigado (con tres exalcaldes procesados por corrupción) y un incondicional del uribismo. John Jairo Roldán, está en la Cámara desde 2010 y su fortaleza electoral se concentra en Bello y algunos municipios del bajo cauca. Roldán buscará llegar al Senado en 2022 y su fórmula a la Cámara será peinado ¡Tal para cual! Entre los senadores, no extraña el voto del cuestionado Julián Bedoya, aliado del grupo político de la Universidad de Medellín (la misma que le tramitó en tiempo exprés la tarjeta de abogado). Su coequipero en el grupo Renovación liberal, Juan Diego Echavarría (uno de los promotores del fallido proyecto para extenderle el periodo a Duque), se abstuvo de votar.",1
124,"La Policía entregó el balance de los cinco días de Paro Nacional contra la fallida reforma tributaria del Gobierno Duque. Mientras la institución habla de 504 uniformados lesionados, y asumió decenas de investigaciones internas, Temblores ONG registró 1.181 denuncias por violencia policial.",3
125,"Petro sí tiene que ver con el paro: Néstor Humberto Martínez. El exfiscal cree que el candidato de la Colombia Humana sí está detrás de las manifestaciones. En la entrevista, la directora de SEMANA, Vicky Dávila, le preguntó a Martínez si para él Petro tiene que ver con el paro, a lo que contestó: “Definitivamente, sí tiene que ver”. Agregó que es un hecho que el senador ha convocado grandes movilizaciones y que las personas más cercanas a él son quienes financian a quienes están en las calles. ""Recordará el país que Petro convocó la marcha más grande de la historia de Colombia. Su gente es la dueña y financiadora de la Primera Línea, es decir, de la confrontación con el Esmad. O sea, forman parte no solamente de las marchas pacíficas, sino de los actos de violencia frente a la autoridad”, comentó. Martínez se refiere a la Vaki que promovió Gustavo Bolívar para entregarles elementos a los marchantes de este grupo.",0
126,"La Minga Nacional, Social, Popular y Comunitaria de Popayán (capital del Cauca, suroeste de Colombia) denunció este lunes, a través de un comunicado, el rechazo al diálogo por parte de la Fiscalía y la criminalización de la protesta.",1
127,"Noche de terror en Tuluá (Valle): un muerto, saqueos y el palacio de justicia incinerado. “Sobre las 10 de la noche se registró la lamentable noticia que tiene que ver con el cuerpo sin vida que llega a un centro asistencial”, dijo el general Rodríguez. “Allí se identifica como Camilo Andrés Arango, de 18 años, estudiante, quien al parecer fallece por arma de fuego. Igualmente, se presenta la agresión de dos ciudadanos con arma de fuego que no se encuentran graves en este momento”, añadió. Por haber una persona muerta, millonarios daños y un ataque directo a la institucionalidad, las autoridades ofrecen hasta $100 millones de pesos de recompensa a quien dé información que conduzca a los responsables de los hechos violentos del pasado 25 de mayo.",3
128,"Personería de Medellín lleva 216 revisiones de lacrimógenos del Esmad sin encontrar gases vencidos. Según el funcionario, hasta el momento se han registrado tres denuncias en tal sentido, pero desde el ente con funciones de Ministerio Público en la capital antioqueña no se puede confirmar si los señalamientos son ciertos.",2
129,"El iniciado el 28 de abril se ha caracterizado por ser rico y fecundo en complejidad, al irradiarse de otras praxis de insumisión, como la desobediencia civil y la revolución en su fase de víspera. También por ser una expresión de resistencia multitudinaria que no se limitó a la exigencia de que el Gobierno retirara el proyecto de reforma tributaria. Como es bien sabido, sus resonancias van mucho más allá. Bajo la punta del iceberg, hay una verdadera denuncia contra todo el orden establecido; esto es, contra la debacle del Estado colombiano, que es hacedor de un lastre de pandemias sociales: masacres, corrupción, violencia de género, inequidad, feminicidios, hambre, pobreza, desempleo, racismo, xenofobia, extractivismo, abuso de la Fuerza Pública, impunidad, leyes contramayoritarias, bandidos de cuello blanco… En este orden de ideas, no estamos ante un paro con espíritu de corto, sino de largo aliento. Si deja de estar presente en acto, lo estará en potencia, como una fuerza latente.",2
130,"El paro nacional ha dejado un saldo de 21 víctimas mortales confirmadas que guardan relación con las manifestaciones. Esta es una cifra terrible a la que debe sumarse la de más de 2.000 heridos, hechos que sumaron una presión adicional a un sistema hospitalario ya de por sí copado por el pico de la pandemia. En un país como el nuestro, donde el valor de la vida siempre ha sido relativo, volver a las épocas donde la ideología de alguien era una lápida a cuestas es muy triste. El paro agudizó la polarización hasta puntos nunca antes vistos",3
131,"El mandatario Iván Duque apuntó que si bien se debe garantizar derechos ciudadanos como la protesta pacífica, un Estado no debe tolerar ""el vandalismo, el terrorismo urbano de baja intensidad, que amenazan el orden constitucional"".",2
132,"El último informe de Monitoreo de Riesgos y Prevención de Afectaciones a los Derechos Humanos en Colombia de la JEP resalta el ""surgimiento de prácticas de autodefensa y paramilitarismo para atemorizar a las personas que participan en la protesta social"". La entidad informó que tienen evidencias del surgimiento de ""grupos de civiles armados"" en al menos 27 ciudades que realizaron 56 acciones violentas entre el 28 de abril y el 30 de mayo pasados.",3
133,"Desde que los grupos económicos manejen los medios de comunicación no habrá posibilidad de cambio. Jamás la habrá. Por eso, cuando ustedes prendan el televisor, llorarán porque le quemaron un banco a Sarmiento Angulo, se enternecerán al ver a los Esmad, tan buenos católicos, arrodillados rezándole a un Dios de la muerte. La protesta una vez más estará compuesta de marihuaneros desadaptados, desarrapados como Dilan Cruz que bien muerto está. En el país de Sarmiento Angulo los pobres son solo carne de cañón.",2
134,"En Bogotá la mayoría de las marchas se han llevado a cabo en las vías principales, afectado la operación de Transmilenio y por ende a los usuarios que han tenido que bajarse del sistema de transporte y caminar a sus casas. Es por eso que ahora los bogotanos afectados podrán pedir una devolución de ese pasaje que no pudieron utilizar, pero que si validaron en las taquillas de las estaciones. ¿Cómo pedir el reintegro de mi pase en Transmilenio? Esta solitud se hace para las personas que pagaron su pasaje, pero que no pudieron completar su movilización por el sistema o si no abordaron alguno de los buses durante las marchas que se han realizado desde el pasado 28 de abril en la ciudad.",1
135,"Así, ha urgido a las autoridades colombianas a realizar investigaciones ""inmediatas, efectivas e independientes"" en referencia a las violaciones a los Derechos Humanos y los abusos cometidos desde el 28 de abril y, como resultado, que los responsables rindan cuentas.",1
136,"La frase “Los héroes en Colombia sí existen” se ha tomado las redes. Dichos héroes son los comunes, los de a pie, los que, al juntarse, tienen la potencia de dar luz a un poder político prejurídico e ilimitado, capaz de poner en cintura a los delegatarios, modificar o abolir las instituciones injustas y sentar las bases de una democracia real, en clave social y ecológica. El pueblo es resiliente y valiente. Ha quedado demostrado una vez más que parar, protestar y rebelarse no es un acto estéril; por el contrario, las grandes conquistas siempre han estado precedidas de grandes revoluciones. Con conciencia, porfía y persistencia, el pueblo llano llevó contra las cuerdas al Gobierno, logró tumbar el proyecto de reforma y presionar eficazmente la renuncia de Carrasquilla del Ministerio de Hacienda y Crédito Público. Es una gesta importante, que se integra con otras y deberá completarse con las que siguen. A corto plazo, seguir en paro, presionar la salida de Duque y tumbar los nuevos proyectos de reforma a la salud, en materia pensional y laboral; a mediano plazo, luchar contra las pandemias sociales que ha capitaneado el Estado; a largo plazo, desmontar el Estado inconstitucional, en aras de alzar un nuevo proyecto que sí ampare la vida, la libertad, la igualdad y la felicidad.",2
137,"En un marco complejo, se vivió una insólita situación en una delaware las ciudades donde se presentaba protestas. Durante las manifestaciones en Buenaventura, se conoció un video donde un esposo con flores y tierra en forma de ojo se acercaba a una mujer para expresarle su amor.",0
138,"Una de las consecuencias políticas que deja el paro es que, efectivamente, validó la protesta social como un mecanismo para lograr cambios en el país, estado diamante acuerdo con analistas",0
139,"la verdad es que la situación se está poniendo color de hormiga cuando el presidente, en forma irresponsable como cualquier advenedizo improvisador, desata afirmaciones insensatas e imprudentes en las redes sociales, asegurando sin pruebas que el jefe de la oposición es el causante, responsable y culpable de los bloqueos a los que han tenido que acudir algunos protestantes del paro para poder hacer oír su voz, en lo que va corrido durante el mes de mayo, utilizando el jefe del Estado la mentira y el miedo de la manera más irresponsable como arma de propaganda política para ganar las elecciones en el 2022.",2
140,"Son ellos, los que viven de las rentas del Estado y las empresas, los que manipularon a los jóvenes sin estudio y perjudicaron con su discurso político y desinformado a quienes están buscando conseguir su primer empleo, a quienes se encuentran en condiciones de pobreza, a quienes mantuvieron sus empleos por el subsidio a la nómina que salvó a las empresas para las que trabajan y, a los cuales, es importante aclarar, les hubieran mejorado sus condiciones de vida, si se hubiese aprobado una reforma tributaria que ni siquiera permitieron discutir. No se dejen manipular, abran los ojos, ellos no los representan. Son ellos quienes con mezquindad e intereses políticos están manipulando la información, adueñándose de sus angustias y reclamos, con el fin obtener prebendas y poniendo en grave riesgo a toda una sociedad.",2
141,"En un barrio del sur de Cali, civiles se armaron con pistolas y fusiles para disparar contra algunos manifestantes, con policías a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Tras 50 días de protestas, el odio de clases quedó descubierto en la tercera ciudad más importante del país Colombia y que se suma a las problemáticas de desigualdad y racismo. Escobar fue uno de los que sacó su arma. Asegura que hizo ""unos disparos al aire"" con una pistola automática, en la más sangrienta jornada del llamado paro nacional, que dejó 13 muertos en la ciudad.",3
142,"Duque dice que informe de CIDH no defiende los derechos de los colombianos por igual. El mandatario habló así durante la celebración de los 70 años del Comando General de las Fuerzas Militares, donde defendió las actuaciones de la fuerza pública en la jornada protestas en el marco del paro nacional. “Da tristeza muchas veces cuando vemos las pretensiones de algunos de difamar, demonizar y satanizar el papel histórico que han cumplido las FF. MM. y de Policía”, sostuvo. Según el presidente, en el informe de CIDH habría sido “importante que en las reflexiones también de los derechos humanos se hiciera más hincapié y más precisión en las violaciones flagrantes derivadas de actos de violencia, vandalismo y terrorismo urbano de baja intensidad. Y también qué bueno fuera que la reflexión de esos derechos humanos se pudiera mostrar con claridad que los bloqueos han sido una demostración de la vileza que pueden tener algunos para cercenar y limitar los derechos de los demás”. Amismo, reiteró que la Policía Nacional no será separada del Ministerio de Defensa porque es un debate que ya se ha dado y explicado en el país. “Pretender sencillamente que sea una separación a partir de impresiones preliminares la que guíe los derroteros de la institución es algo que no tiene asidero. Los debates en democracia, bienvenidos”, recalcó.",2
143,"Por esta razón, el alcalde de Cali, Jorge Iván Ospina, manifestó que el paro nacional estimuló una actividad criminal en algunas zonas de la ciudad, la cual necesita ser resuelta con presencia de integrantes de la Fiscalía General de la Nación y la Policía.",3
144,"“El odio ofusca el pensamiento –explica–. Una vez anida en el corazón, es difícil desarraigarlo...”. Me gustó el texto de Echeverry, muy oportuno. Y yo le agrego: ¿cuánta culpa tienen en esa orgía de odio los líderes políticos y de opinión? Basta leer los trinos de Gustavo Petro y sus seguidores, o de Álvaro Uribe y los suyos; las entrevistas de expresidentes como César Gaviria (otrora sabios de la tribu y hoy meros alimentadores del incendio) y los dichos de congresistas de ambos bando; o escuchar en la radio matinal la rabiosa agresividad de muchos de quienes preguntan y opinan; o repasar las redes sociales, donde tantos ponen su grano de pólvora para que la conflagración se extienda, incluida esa moda de la bandera de Colombia patas arriba, como si hacerlo (poner al país de cabeza) no fuera una invitación subliminal al anarquismo.",1
145,"Desaparecidos durante Paro Nacional en Colombia: las cifras no cuadran porque el Estado no las busca. La desaparición es un crimen de lesa humanidad, típico de una dictadura, no de una democracia. Colombia hace encender las alarmas, no solo por la violencia policial, sino ante la incongruencia de las cifras. ¿Por qué estas diferencias tan grandes en las cifras de desaparecidos en el marco de las protestas? ""Creo que el problema entre cifras oficiales y las recogidas por otros entes puede radicar, entre otros, en la demora de la Defensoría del Pueblo en tomar cartas en el asunto, puesto que los mecanismos de veeduría y control han tardado en empezar a verificar los diversos casos de violencia”, dice a DW el antropólogo Sebastián Lanz, codirector de Temblores, una ONG que a través del litigio jurídico ante las altas cortes busca ""establecer un diálogo entre el Estado, los vulnerados y las comunidades incomunicadas”.",3
146,"El director de Fedesarrollo anunció que el pronóstico de crecimiento de la economía colombiana en 2021 sería revisado al alza a pesar de la situación de orden público que está experimentando el país. Allí precisó que “el sorprendente dato de crecimiento en el primer trimestre del año, la aceleración del proceso de vacunación en las últimas semanas y la baja base de comparación de 2020 implican que la tasa de crecimiento del PIB de 2021 sería superior al 4,8% que pronosticábamos a inicio de año”. Estas cifras de Fedesarrollo contrastas con las que señaló el Ministro de Hacienda, quien calculó las pérdidas en $10 billones.",0
147,"Este 21 de junio, Colombia superó la dolorosa cifra de 100 mil muertos de covid-19, situación que conmocionó al país y que ocasionó múltiples reacciones, entre ellas, la del presidente de la República, Iván Duque, quien no solo lamentó la situación, sino que también responsabilizó al paro nacional de dicha situación; tras sus declaraciones, Gustavo Petro no tardó en reaccionar.",3
148,"Durante las últimas horas se hizo viral un video en el que se le ve a un hombre pegándole correazos a su hijo por estar dentro de una manifestación en el sector de Yomasa, en el suroriente de la capital. En el video se ve cómo, aparentemente, el joven es capturado por los agentes de Guardia del Esmad; segundos después llega su padre a “ rescatarlo ”, pero la respuesta del papá fue sorpresiva. En vez de ‘ darle una mano ’, decidió literalmente pegarlo correazos a su hijo por su accionar en las calles y no tuvo en cuenta las miradas de todos los que se encontraban en el lugar.",0
149,"“Es doloroso que usemos a los niños con fines políticos y tal vez de guerra”: directora del ICBF. Las imágenes de niños muy pequeños, aparentemente recibiendo entrenamiento de miembros de la primera línea en Medellín, han causado indignación. El ministro de Defensa, la alcaldía, la Personería y la Defensoría del Pueblo también se pronunciaron. Las primeras líneas del país han despertado un debate sobre la protestas pacífica y cómo esta llega a tornarse violenta, tras más de dos meses de disturbios en todo el país. Desde hace semanas se sabe que entre los integrantes hay menores de edad, pero en las últimas horas, la polémica creció por las imágenes de presuntos miembros de esos grupos, entrenando a niños muy pequeños en el Parque de los Deseos de la capital de Antioquia.",2
